Account Creation Date,Account Creation Method,Account Age (Days),Profile Picture,Profile Information Complete,Name Consistency,Login Frequency (per week),Login Time Pattern,IP Address Variability,Followers Count,Following Count,Engagement Rate (likes/comments),Post Frequency (per week),Content Type,Email Validation,Phone Number Validation,Reported by Users,Flags by Content Moderation,Geolocation Consistency,Suspicious Device Use,Final Result
9/1/2024,Email,25,Yes,Yes,Consistent,2,Irregular,Medium,3727,1408,Very low engagement,3,Mixed (Image/Text),Invalid,Valid,Yes,Yes,Consistent,Yes,Genuine
9/4/2024,Phone Number,16,Yes,No,Consistent,2,Irregular,Medium,3499,1843,High engagement (likes/comments),3,Mixed (Image/Text),Invalid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
7/9/2024,Phone Number,11,No,No,Consistent,3,Irregular,High,296,1481,Very low engagement,7,Text-only,Invalid,Invalid,Yes,Yes,Consistent,No,Fake
5/4/2024,Phone Number,8,No,No,Consistent,5,Regular,Medium,2441,417,Moderate engagement,3,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,Yes,Genuine
5/9/2024,Email,24,Yes,No,Consistent,5,Regular,High,190,1923,Very low engagement,5,Text-only,Valid,Invalid,Yes,No,Consistent,No,Fake
3/12/2024,Email,24,No,Yes,Consistent,10,Irregular,Medium,926,1701,High engagement (likes/comments),13,Image/Video,Invalid,Valid,Yes,Yes,Consistent,No,Genuine
5/24/2024,Phone Number,18,No,No,Inconsistent,10,Irregular,High,3480,38,High engagement (likes/comments),4,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,Yes,Genuine
7/28/2024,Phone Number,11,Yes,Yes,Consistent,2,Regular,Medium,4785,1672,Very low engagement,1,Image/Video,Valid,Valid,Yes,Yes,Consistent,No,Genuine
5/25/2024,Social Media Login,8,No,Yes,Consistent,8,Regular,Low,2709,616,Very low engagement,14,Text-only,Invalid,Valid,Yes,No,Inconsistent,No,Genuine
5/21/2024,Email,25,No,No,Inconsistent,6,Regular,Medium,2248,1679,Moderate engagement,8,Mixed (Image/Text),Valid,Valid,Yes,No,Inconsistent,No,Fake
4/30/2024,Phone Number,25,Yes,No,Consistent,5,Irregular,Low,4144,766,Low engagement (rare likes),9,Mixed (Image/Text),Valid,Invalid,No,Yes,Inconsistent,No,Genuine
4/4/2024,Email,21,No,Yes,Consistent,9,Regular,Low,3560,1757,Moderate engagement,3,Text-only,Valid,Valid,Yes,No,Consistent,Yes,Fake
3/15/2024,Email,15,No,No,Inconsistent,3,Regular,Medium,2654,617,Very low engagement,20,Image/Video,Valid,Valid,No,No,Consistent,No,Genuine
6/4/2024,Email,10,Yes,Yes,Inconsistent,8,Regular,High,3131,1799,High engagement (likes/comments),8,Image/Video,Invalid,Invalid,Yes,No,Inconsistent,Yes,Fake
8/11/2024,Email,26,Yes,Yes,Consistent,8,Regular,Low,3915,247,Moderate engagement,1,Image/Video,Invalid,Invalid,No,Yes,Consistent,No,Fake
5/31/2024,Email,28,Yes,Yes,Inconsistent,7,Regular,Low,760,438,High engagement (likes/comments),5,Text-only,Invalid,Valid,No,No,Inconsistent,Yes,Fake
8/19/2024,Social Media Login,18,No,Yes,Inconsistent,2,Regular,High,2892,1792,Very low engagement,3,Mixed (Image/Text),Invalid,Valid,No,Yes,Consistent,No,Genuine
10/29/2024,Email,21,Yes,No,Consistent,1,Regular,High,3831,1686,Very low engagement,8,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Consistent,Yes,Genuine
2/12/2024,Phone Number,14,No,No,Inconsistent,8,Irregular,Low,293,1438,Moderate engagement,4,Text-only,Valid,Valid,No,Yes,Consistent,No,Genuine
5/16/2024,Phone Number,2,No,Yes,Inconsistent,1,Regular,Medium,2044,804,High engagement (likes/comments),11,Mixed (Image/Text),Invalid,Valid,No,Yes,Consistent,Yes,Genuine
10/25/2024,Email,23,No,Yes,Consistent,3,Regular,High,2207,577,Very low engagement,12,Mixed (Image/Text),Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
4/7/2024,Phone Number,29,Yes,Yes,Inconsistent,1,Regular,Medium,3718,337,High engagement (likes/comments),2,Text-only,Valid,Valid,Yes,No,Inconsistent,No,Fake
8/22/2024,Phone Number,18,No,Yes,Inconsistent,10,Irregular,Medium,1002,1730,High engagement (likes/comments),1,Text-only,Valid,Valid,Yes,No,Inconsistent,No,Genuine
4/25/2024,Social Media Login,13,No,Yes,Inconsistent,10,Irregular,Medium,4771,309,Very low engagement,16,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
1/8/2024,Phone Number,14,Yes,Yes,Consistent,1,Irregular,High,2909,815,Very low engagement,15,Text-only,Invalid,Valid,Yes,No,Consistent,No,Fake
10/14/2024,Phone Number,28,Yes,No,Consistent,4,Regular,Medium,1437,152,Moderate engagement,0,Image/Video,Invalid,Valid,Yes,No,Consistent,No,Genuine
3/19/2024,Social Media Login,24,Yes,No,Consistent,1,Irregular,High,451,1563,Moderate engagement,10,Text-only,Valid,Invalid,Yes,Yes,Consistent,Yes,Genuine
7/18/2024,Social Media Login,3,Yes,Yes,Consistent,7,Regular,Low,1762,1451,High engagement (likes/comments),8,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,No,Genuine
8/22/2024,Email,21,Yes,Yes,Consistent,1,Regular,Low,4001,771,High engagement (likes/comments),1,Image/Video,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
3/11/2024,Phone Number,30,Yes,Yes,Inconsistent,7,Irregular,High,4092,1587,Low engagement (rare likes),1,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
3/22/2024,Phone Number,21,No,Yes,Consistent,4,Irregular,Low,3222,1891,High engagement (likes/comments),19,Image/Video,Invalid,Valid,Yes,Yes,Inconsistent,Yes,Fake
2/8/2024,Social Media Login,4,Yes,No,Inconsistent,2,Regular,Low,91,396,Low engagement (rare likes),2,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Consistent,No,Fake
11/4/2024,Email,4,Yes,Yes,Inconsistent,10,Irregular,Medium,2821,526,Low engagement (rare likes),15,Text-only,Valid,Valid,Yes,No,Inconsistent,Yes,Genuine
2/28/2024,Social Media Login,22,No,Yes,Consistent,8,Irregular,Medium,1301,1594,Very low engagement,5,Image/Video,Invalid,Valid,No,Yes,Inconsistent,Yes,Fake
8/6/2024,Email,1,Yes,No,Inconsistent,10,Regular,Low,1255,838,Very low engagement,18,Text-only,Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
4/13/2024,Social Media Login,11,No,No,Consistent,3,Irregular,High,2780,918,Low engagement (rare likes),20,Image/Video,Valid,Valid,No,No,Inconsistent,Yes,Fake
8/2/2024,Email,27,Yes,Yes,Consistent,10,Regular,Low,3690,1178,Moderate engagement,13,Text-only,Valid,Valid,No,Yes,Consistent,No,Genuine
8/29/2024,Phone Number,11,Yes,No,Inconsistent,1,Regular,High,3221,245,High engagement (likes/comments),14,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,Yes,Fake
1/18/2024,Email,9,Yes,Yes,Consistent,8,Regular,Low,964,609,Very low engagement,15,Text-only,Invalid,Invalid,No,Yes,Inconsistent,Yes,Fake
6/3/2024,Social Media Login,27,No,Yes,Consistent,3,Irregular,Low,3710,1264,Moderate engagement,19,Image/Video,Invalid,Valid,No,Yes,Consistent,Yes,Genuine
7/5/2024,Email,20,Yes,Yes,Consistent,2,Regular,Low,4815,899,Very low engagement,17,Image/Video,Valid,Valid,Yes,Yes,Consistent,No,Genuine
10/27/2024,Email,25,Yes,No,Consistent,7,Irregular,Medium,4489,966,High engagement (likes/comments),12,Text-only,Invalid,Invalid,No,No,Consistent,No,Fake
2/28/2024,Social Media Login,19,Yes,Yes,Consistent,6,Regular,High,2140,1459,Low engagement (rare likes),4,Image/Video,Valid,Valid,No,No,Inconsistent,Yes,Fake
3/20/2024,Phone Number,20,No,Yes,Consistent,2,Regular,Low,2408,1104,High engagement (likes/comments),9,Mixed (Image/Text),Valid,Valid,Yes,No,Inconsistent,No,Fake
7/22/2024,Email,11,No,Yes,Inconsistent,7,Regular,High,737,509,Very low engagement,8,Text-only,Valid,Valid,Yes,Yes,Consistent,No,Genuine
8/6/2024,Phone Number,27,No,No,Inconsistent,6,Irregular,Low,4105,1051,Very low engagement,6,Text-only,Valid,Invalid,Yes,Yes,Consistent,No,Fake
10/19/2024,Social Media Login,24,No,No,Inconsistent,5,Regular,High,1379,1275,High engagement (likes/comments),2,Text-only,Valid,Valid,No,No,Inconsistent,Yes,Genuine
10/15/2024,Social Media Login,10,Yes,No,Consistent,1,Regular,High,183,1962,Moderate engagement,10,Text-only,Invalid,Invalid,No,Yes,Inconsistent,No,Fake
4/19/2024,Social Media Login,12,Yes,Yes,Consistent,9,Regular,High,3646,1692,High engagement (likes/comments),13,Text-only,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Fake
3/6/2024,Email,6,No,Yes,Inconsistent,6,Regular,Low,2070,1682,High engagement (likes/comments),7,Mixed (Image/Text),Valid,Valid,No,No,Consistent,No,Genuine
8/26/2024,Social Media Login,10,Yes,No,Consistent,2,Regular,Medium,446,1918,High engagement (likes/comments),3,Text-only,Valid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
10/12/2024,Email,25,No,No,Consistent,9,Regular,Low,2683,1152,Low engagement (rare likes),11,Image/Video,Valid,Invalid,No,No,Consistent,Yes,Fake
1/28/2024,Email,4,Yes,No,Inconsistent,8,Irregular,Low,4585,1429,Moderate engagement,17,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,No,Fake
2/8/2024,Email,25,Yes,No,Consistent,6,Irregular,High,3273,1098,Very low engagement,13,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,No,Genuine
6/5/2024,Social Media Login,10,Yes,No,Inconsistent,2,Regular,High,1467,1793,Low engagement (rare likes),18,Mixed (Image/Text),Valid,Invalid,Yes,No,Consistent,No,Fake
8/11/2024,Social Media Login,13,Yes,No,Inconsistent,5,Regular,Medium,3064,1046,Very low engagement,17,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,No,Fake
5/11/2024,Phone Number,21,Yes,No,Consistent,2,Irregular,Low,4134,169,Moderate engagement,18,Image/Video,Invalid,Valid,Yes,Yes,Consistent,Yes,Genuine
6/20/2024,Phone Number,16,No,Yes,Consistent,1,Irregular,High,2732,1701,High engagement (likes/comments),1,Mixed (Image/Text),Valid,Valid,No,No,Inconsistent,No,Fake
5/18/2024,Phone Number,24,Yes,Yes,Inconsistent,6,Regular,Low,3561,1021,Very low engagement,15,Image/Video,Valid,Invalid,No,Yes,Consistent,Yes,Genuine
5/29/2024,Social Media Login,18,No,No,Inconsistent,3,Regular,Medium,2045,1779,Very low engagement,16,Mixed (Image/Text),Valid,Valid,Yes,No,Inconsistent,No,Genuine
7/20/2024,Social Media Login,30,Yes,No,Inconsistent,2,Irregular,High,2927,485,Moderate engagement,10,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,Yes,Genuine
7/5/2024,Email,12,Yes,No,Consistent,1,Irregular,Medium,2178,588,High engagement (likes/comments),0,Text-only,Valid,Valid,No,No,Consistent,Yes,Genuine
2/15/2024,Email,15,No,No,Inconsistent,1,Regular,Low,2396,1976,Moderate engagement,3,Text-only,Invalid,Valid,No,No,Inconsistent,No,Fake
9/16/2024,Social Media Login,8,Yes,Yes,Consistent,5,Irregular,Medium,302,726,High engagement (likes/comments),10,Mixed (Image/Text),Invalid,Valid,Yes,No,Consistent,Yes,Genuine
4/23/2024,Email,4,Yes,No,Inconsistent,7,Regular,High,4818,1857,High engagement (likes/comments),1,Image/Video,Invalid,Invalid,No,No,Inconsistent,Yes,Genuine
1/27/2024,Phone Number,3,Yes,No,Inconsistent,8,Irregular,Medium,905,117,Very low engagement,15,Image/Video,Invalid,Valid,Yes,Yes,Consistent,Yes,Fake
10/21/2024,Email,26,No,Yes,Inconsistent,10,Irregular,Medium,4575,514,Moderate engagement,17,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
7/15/2024,Phone Number,9,No,Yes,Inconsistent,10,Regular,High,1252,1945,High engagement (likes/comments),7,Image/Video,Invalid,Valid,Yes,No,Inconsistent,No,Genuine
2/22/2024,Phone Number,20,No,No,Consistent,8,Regular,Medium,400,530,Very low engagement,1,Mixed (Image/Text),Valid,Valid,No,Yes,Consistent,Yes,Fake
4/28/2024,Email,26,No,No,Consistent,4,Regular,High,16,330,Very low engagement,17,Text-only,Valid,Invalid,No,No,Inconsistent,No,Genuine
9/15/2024,Phone Number,14,No,Yes,Consistent,9,Regular,Low,68,1505,Low engagement (rare likes),9,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,No,Genuine
3/31/2024,Phone Number,30,Yes,No,Inconsistent,3,Regular,Medium,2624,1427,Very low engagement,18,Image/Video,Valid,Invalid,No,Yes,Consistent,No,Genuine
1/2/2024,Phone Number,17,No,Yes,Inconsistent,5,Irregular,Low,3558,1188,Moderate engagement,2,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
8/1/2024,Social Media Login,11,Yes,Yes,Inconsistent,2,Irregular,Medium,877,768,Low engagement (rare likes),14,Image/Video,Invalid,Invalid,No,No,Inconsistent,Yes,Fake
10/16/2024,Social Media Login,7,Yes,No,Consistent,4,Irregular,Medium,437,1589,Low engagement (rare likes),18,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Consistent,Yes,Genuine
11/3/2024,Email,27,No,No,Inconsistent,3,Irregular,High,2810,588,High engagement (likes/comments),16,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,No,Fake
9/5/2024,Phone Number,15,No,Yes,Inconsistent,7,Regular,Medium,4044,1477,High engagement (likes/comments),16,Text-only,Valid,Invalid,Yes,No,Consistent,Yes,Fake
2/18/2024,Email,16,No,No,Consistent,5,Regular,High,3970,1925,Very low engagement,7,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
1/27/2024,Phone Number,14,Yes,Yes,Inconsistent,4,Regular,Low,4071,1056,High engagement (likes/comments),7,Mixed (Image/Text),Invalid,Invalid,Yes,No,Inconsistent,No,Genuine
10/7/2024,Email,19,Yes,No,Consistent,5,Irregular,Medium,291,142,Moderate engagement,5,Text-only,Valid,Valid,Yes,No,Inconsistent,No,Genuine
9/18/2024,Social Media Login,27,Yes,No,Consistent,4,Regular,Low,1498,703,High engagement (likes/comments),7,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
2/6/2024,Email,18,Yes,Yes,Consistent,1,Regular,Medium,714,1255,Very low engagement,4,Image/Video,Invalid,Valid,Yes,No,Inconsistent,Yes,Fake
11/3/2024,Phone Number,17,No,Yes,Inconsistent,5,Regular,Medium,736,1707,Very low engagement,12,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
10/4/2024,Social Media Login,24,No,No,Inconsistent,2,Irregular,Medium,4123,897,Moderate engagement,5,Text-only,Valid,Valid,Yes,Yes,Inconsistent,No,Fake
9/27/2024,Social Media Login,22,Yes,No,Consistent,8,Regular,Low,4749,1664,High engagement (likes/comments),3,Text-only,Invalid,Valid,No,Yes,Inconsistent,No,Genuine
7/8/2024,Social Media Login,10,Yes,No,Consistent,7,Regular,Low,4789,560,Low engagement (rare likes),7,Mixed (Image/Text),Valid,Invalid,No,No,Consistent,No,Genuine
3/23/2024,Social Media Login,9,No,No,Consistent,7,Irregular,Low,2050,1438,Moderate engagement,5,Text-only,Valid,Invalid,No,No,Consistent,Yes,Genuine
1/1/2024,Phone Number,10,Yes,No,Consistent,9,Regular,Medium,3606,1023,Low engagement (rare likes),19,Image/Video,Invalid,Valid,No,No,Consistent,No,Genuine
7/4/2024,Social Media Login,5,Yes,No,Consistent,9,Irregular,Low,2792,104,Very low engagement,13,Image/Video,Valid,Invalid,Yes,Yes,Inconsistent,Yes,Fake
5/31/2024,Email,19,Yes,Yes,Consistent,4,Regular,Low,2310,932,Low engagement (rare likes),5,Text-only,Valid,Invalid,No,Yes,Inconsistent,Yes,Fake
10/28/2024,Social Media Login,11,No,No,Consistent,1,Irregular,Medium,580,581,Very low engagement,11,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,No,Fake
5/22/2024,Social Media Login,3,No,Yes,Inconsistent,8,Irregular,Medium,4309,1594,Moderate engagement,0,Mixed (Image/Text),Invalid,Valid,Yes,Yes,Consistent,No,Genuine
4/10/2024,Social Media Login,21,Yes,Yes,Consistent,6,Regular,Low,371,1267,Moderate engagement,4,Text-only,Valid,Valid,No,Yes,Consistent,No,Fake
1/16/2024,Phone Number,11,No,No,Inconsistent,9,Regular,Low,1067,1450,High engagement (likes/comments),10,Image/Video,Invalid,Invalid,Yes,Yes,Inconsistent,No,Genuine
3/7/2024,Phone Number,19,No,Yes,Inconsistent,8,Regular,High,1339,946,Low engagement (rare likes),18,Mixed (Image/Text),Valid,Invalid,No,Yes,Consistent,No,Fake
4/9/2024,Social Media Login,14,Yes,No,Consistent,3,Regular,High,4498,1898,Low engagement (rare likes),6,Text-only,Invalid,Valid,No,Yes,Consistent,Yes,Genuine
5/20/2024,Email,3,Yes,Yes,Consistent,6,Irregular,Low,991,1611,Moderate engagement,12,Text-only,Valid,Valid,Yes,No,Inconsistent,Yes,Fake
7/9/2024,Email,27,No,No,Inconsistent,5,Regular,Low,4655,1514,Low engagement (rare likes),6,Text-only,Invalid,Valid,Yes,Yes,Consistent,Yes,Genuine
11/4/2024,Social Media Login,3,No,Yes,Inconsistent,9,Regular,Low,2289,327,Very low engagement,12,Image/Video,Invalid,Invalid,No,No,Inconsistent,No,Genuine
9/30/2024,Phone Number,13,Yes,No,Inconsistent,2,Regular,Low,4206,1651,Moderate engagement,7,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Inconsistent,Yes,Fake
4/28/2024,Email,1,Yes,Yes,Consistent,1,Irregular,High,4993,10,Low engagement (rare likes),20,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,No,Fake
5/13/2024,Email,20,Yes,No,Consistent,1,Irregular,High,494,398,High engagement (likes/comments),15,Image/Video,Valid,Invalid,No,No,Consistent,No,Genuine
1/29/2024,Email,29,Yes,No,Inconsistent,4,Irregular,Low,143,329,High engagement (likes/comments),14,Text-only,Valid,Invalid,No,Yes,Inconsistent,Yes,Genuine
8/3/2024,Email,27,Yes,Yes,Inconsistent,7,Regular,Medium,170,1644,Very low engagement,18,Image/Video,Valid,Valid,Yes,No,Inconsistent,Yes,Genuine
7/23/2024,Phone Number,18,Yes,Yes,Consistent,8,Regular,Medium,1212,1062,High engagement (likes/comments),20,Mixed (Image/Text),Invalid,Valid,No,No,Inconsistent,No,Genuine
4/3/2024,Email,2,No,Yes,Inconsistent,3,Irregular,Low,4831,992,Very low engagement,9,Text-only,Invalid,Valid,Yes,No,Inconsistent,No,Genuine
7/27/2024,Social Media Login,15,No,Yes,Consistent,5,Irregular,Low,1441,542,Low engagement (rare likes),4,Mixed (Image/Text),Valid,Invalid,No,No,Inconsistent,Yes,Fake
8/4/2024,Email,18,Yes,Yes,Inconsistent,10,Irregular,Low,1053,412,Low engagement (rare likes),20,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
3/8/2024,Phone Number,9,No,Yes,Consistent,2,Irregular,High,821,90,Very low engagement,19,Text-only,Valid,Valid,No,Yes,Consistent,Yes,Genuine
3/24/2024,Social Media Login,21,No,Yes,Inconsistent,7,Regular,Low,2388,1463,Very low engagement,4,Image/Video,Valid,Invalid,No,No,Inconsistent,No,Fake
4/15/2024,Email,4,Yes,Yes,Consistent,2,Irregular,Low,854,481,Low engagement (rare likes),17,Text-only,Invalid,Invalid,Yes,Yes,Inconsistent,Yes,Fake
7/26/2024,Social Media Login,9,Yes,Yes,Inconsistent,10,Regular,High,1654,826,Low engagement (rare likes),13,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Inconsistent,No,Fake
4/19/2024,Email,2,Yes,No,Inconsistent,5,Irregular,High,4083,1599,Low engagement (rare likes),14,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
1/6/2024,Social Media Login,7,No,Yes,Consistent,4,Regular,Low,2565,1050,Moderate engagement,15,Mixed (Image/Text),Valid,Valid,No,Yes,Inconsistent,No,Genuine
6/22/2024,Phone Number,28,Yes,No,Consistent,8,Regular,High,104,253,Moderate engagement,6,Image/Video,Valid,Valid,No,Yes,Consistent,No,Genuine
10/31/2024,Email,11,Yes,Yes,Inconsistent,2,Irregular,High,341,570,Moderate engagement,11,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
5/21/2024,Phone Number,26,No,Yes,Inconsistent,8,Regular,High,2252,1462,High engagement (likes/comments),4,Text-only,Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
5/11/2024,Phone Number,23,No,Yes,Inconsistent,7,Irregular,Medium,1716,82,Very low engagement,0,Text-only,Valid,Invalid,No,No,Inconsistent,No,Genuine
5/22/2024,Phone Number,20,Yes,No,Consistent,6,Irregular,Low,4792,1456,Moderate engagement,9,Image/Video,Valid,Valid,Yes,Yes,Inconsistent,No,Genuine
1/7/2024,Email,14,Yes,No,Consistent,8,Irregular,Low,3711,473,High engagement (likes/comments),9,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,No,Genuine
6/23/2024,Phone Number,25,Yes,No,Consistent,9,Regular,Low,2118,1009,Moderate engagement,12,Text-only,Invalid,Invalid,No,Yes,Inconsistent,Yes,Genuine
1/9/2024,Email,6,No,No,Consistent,2,Irregular,High,1858,413,High engagement (likes/comments),8,Mixed (Image/Text),Valid,Invalid,Yes,No,Inconsistent,Yes,Genuine
8/9/2024,Email,27,No,No,Inconsistent,4,Regular,High,1741,15,Very low engagement,17,Image/Video,Valid,Valid,Yes,No,Consistent,No,Genuine
8/27/2024,Phone Number,9,No,No,Consistent,5,Irregular,Low,4142,265,High engagement (likes/comments),5,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,No,Genuine
3/6/2024,Email,15,Yes,No,Consistent,2,Regular,Medium,4067,1160,High engagement (likes/comments),13,Text-only,Invalid,Invalid,Yes,No,Consistent,Yes,Genuine
8/6/2024,Social Media Login,1,No,No,Inconsistent,6,Regular,High,4659,1228,Moderate engagement,8,Text-only,Invalid,Invalid,Yes,No,Inconsistent,No,Fake
6/13/2024,Email,30,Yes,No,Inconsistent,6,Irregular,Medium,1738,281,Very low engagement,7,Text-only,Invalid,Valid,Yes,No,Inconsistent,No,Fake
8/1/2024,Phone Number,14,No,Yes,Consistent,1,Regular,Low,368,563,Very low engagement,16,Text-only,Invalid,Valid,Yes,Yes,Inconsistent,Yes,Genuine
7/1/2024,Phone Number,26,No,Yes,Consistent,6,Irregular,Low,3158,1768,High engagement (likes/comments),19,Mixed (Image/Text),Valid,Valid,Yes,No,Consistent,Yes,Genuine
10/30/2024,Phone Number,21,Yes,No,Inconsistent,8,Irregular,Medium,1292,1137,Low engagement (rare likes),20,Image/Video,Valid,Invalid,Yes,Yes,Consistent,No,Genuine
7/27/2024,Social Media Login,29,Yes,Yes,Inconsistent,6,Regular,High,4126,88,Moderate engagement,0,Mixed (Image/Text),Invalid,Invalid,Yes,Yes,Consistent,Yes,Fake
6/18/2024,Social Media Login,3,Yes,No,Consistent,8,Irregular,High,2568,938,Very low engagement,17,Text-only,Invalid,Invalid,Yes,No,Inconsistent,Yes,Genuine
6/17/2024,Phone Number,16,No,Yes,Inconsistent,9,Irregular,Low,26,98,High engagement (likes/comments),5,Image/Video,Invalid,Valid,Yes,Yes,Consistent,No,Genuine
10/14/2024,Email,14,No,Yes,Inconsistent,2,Irregular,Medium,1117,231,Moderate engagement,16,Mixed (Image/Text),Invalid,Invalid,No,Yes,Consistent,Yes,Fake
1/7/2024,Phone Number,3,No,No,Inconsistent,10,Irregular,Medium,3186,880,Low engagement (rare likes),1,Text-only,Valid,Valid,No,Yes,Inconsistent,No,Fake
2/23/2024,Email,4,No,No,Inconsistent,2,Irregular,Low,496,465,High engagement (likes/comments),20,Mixed (Image/Text),Invalid,Invalid,No,No,Consistent,Yes,Fake
3/12/2024,Email,14,Yes,Yes,Consistent,5,Irregular,Low,4462,904,Low engagement (rare likes),18,Text-only,Valid,Invalid,No,Yes,Consistent,Yes,Genuine
4/5/2024,Social Media Login,18,No,No,Consistent,8,Irregular,Medium,4407,1590,High engagement (likes/comments),2,Mixed (Image/Text),Valid,Invalid,Yes,No,Consistent,No,Genuine
10/10/2024,Email,4,No,No,Consistent,6,Irregular,Low,4681,1416,Very low engagement,1,Mixed (Image/Text),Invalid,Invalid,No,No,Inconsistent,Yes,Genuine
2/16/2024,Email,28,Yes,Yes,Inconsistent,9,Regular,High,4892,615,Moderate engagement,12,Mixed (Image/Text),Invalid,Invalid,Yes,No,Consistent,No,Genuine
3/29/2024,Social Media Login,25,No,Yes,Consistent,9,Regular,Low,3093,1084,Very low engagement,12,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,No,Genuine
9/19/2024,Email,21,Yes,Yes,Inconsistent,1,Irregular,Medium,772,41,High engagement (likes/comments),8,Text-only,Invalid,Invalid,Yes,Yes,Inconsistent,No,Fake
10/17/2024,Phone Number,15,No,No,Consistent,8,Regular,Medium,3517,339,High engagement (likes/comments),3,Image/Video,Invalid,Invalid,Yes,Yes,Consistent,Yes,Fake
4/26/2024,Phone Number,3,Yes,Yes,Inconsistent,3,Regular,Low,1816,1756,Low engagement (rare likes),3,Mixed (Image/Text),Invalid,Valid,No,Yes,Inconsistent,Yes,Fake
10/7/2024,Phone Number,21,Yes,No,Consistent,2,Regular,Medium,4683,1272,High engagement (likes/comments),5,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Consistent,Yes,Fake
6/30/2024,Phone Number,16,No,No,Inconsistent,2,Regular,High,4870,1227,Very low engagement,14,Image/Video,Valid,Valid,Yes,Yes,Consistent,Yes,Genuine
3/7/2024,Email,11,No,No,Inconsistent,3,Regular,High,500,1574,Very low engagement,4,Mixed (Image/Text),Invalid,Invalid,No,No,Inconsistent,Yes,Genuine
1/15/2024,Email,11,Yes,No,Consistent,1,Irregular,Low,4382,145,High engagement (likes/comments),1,Image/Video,Valid,Valid,No,Yes,Consistent,Yes,Fake
4/27/2024,Social Media Login,25,No,Yes,Consistent,10,Irregular,High,4609,1878,Very low engagement,15,Text-only,Invalid,Invalid,No,No,Inconsistent,No,Genuine
3/26/2024,Phone Number,19,No,No,Inconsistent,9,Irregular,High,3068,1748,Low engagement (rare likes),1,Mixed (Image/Text),Valid,Invalid,Yes,Yes,Inconsistent,Yes,Genuine
6/8/2024,Phone Number,30,No,Yes,Inconsistent,4,Regular,Low,3296,1447,Low engagement (rare likes),8,Image/Video,Invalid,Invalid,Yes,Yes,Inconsistent,No,Fake
2/29/2024,Phone Number,29,Yes,Yes,Inconsistent,3,Regular,High,847,1608,Very low engagement,1,Image/Video,Invalid,Valid,No,No,Consistent,No,Fake
3/17/2024,Social Media Login,26,Yes,Yes,Consistent,8,Irregular,Low,4785,1301,Very low engagement,20,Mixed (Image/Text),Invalid,Invalid,Yes,No,Consistent,No,Fake
5/5/2024,Email,29,No,No,Inconsistent,6,Irregular,High,3311,287,Moderate engagement,18,Mixed (Image/Text),Valid,Valid,No,No,Inconsistent,No,Genuine
9/21/2024,Social Media Login,13,No,No,Consistent,4,Irregular,High,4731,1485,Moderate engagement,5,Text-only,Invalid,Valid,Yes,No,Inconsistent,No,Fake
3/3/2024,Email,23,Yes,Yes,Inconsistent,5,Regular,High,134,694,Low engagement (rare likes),17,Text-only,Valid,Valid,No,Yes,Inconsistent,Yes,Fake
